,Item_Visibility,Item_Type,Item_MRP,Item_Outlet_Sales,Item_Fat_Content_1,Outlet_Identifier_1,Outlet_Identifier_2,Outlet_Identifier_3,Outlet_Identifier_4,Outlet_Identifier_5,Outlet_Identifier_6,Outlet_Identifier_7,Outlet_Identifier_8,Outlet_Identifier_9,Outlet_Establishment_Year_1,Outlet_Establishment_Year_2,Outlet_Establishment_Year_3,Outlet_Establishment_Year_4,Outlet_Establishment_Year_5,Outlet_Establishment_Year_6,Outlet_Establishment_Year_7,Outlet_Establishment_Year_8,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3
23,0.057556998,0,107.6938,214.3876,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0.025896485,5,165.021,4078.025,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
25,0.099887103,9,45.906000000000006,838.908,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
26,0.06669343700000001,13,42.3112,1065.28,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
27,0.019356131999999998,7,39.1164,308.9312,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
28,0.161466534,4,45.5086,178.4344,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
29,0.072221801,3,43.6454,125.8362,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0.17034855100000001,4,55.7956,163.7868,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
31,0.080829372,8,96.4436,2741.7644,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
32,0.0,13,256.6672,3068.0064,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
33,0.0,1,93.1436,2174.5028,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
34,0.097904029,14,174.8738,2085.2856,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
35,0.08929113699999999,8,146.7102,3791.0652,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
36,0.059511812000000004,6,128.0678,2797.6916,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
37,0.113123893,14,122.5388,1609.9044,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
38,0.12311145300000001,13,36.9874,388.1614,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
39,0.026480953999999998,13,87.6198,2180.495,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
40,0.102511504,4,230.6352,3435.528,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
41,0.02681843,10,126.00200000000001,2150.534,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
42,0.117818348,13,192.9136,2527.3768,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
43,0.06910283099999999,3,259.9278,6768.5228,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
44,0.042277867000000004,3,126.5046,373.5138,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
45,0.08949892599999999,4,178.1002,358.2004,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
46,0.0,8,153.3024,2428.8384,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
47,0.025879577,3,265.2226,5815.0972,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
48,0.121632721,0,60.622,2576.646,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
49,0.25539489600000004,4,196.8794,780.3176,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0.067779712,8,143.8812,3134.5864,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
51,0.159803853,5,141.5154,850.8924,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
52,0.028696932,3,117.0492,810.9444,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
53,0.065041581,6,196.3794,3121.2704,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
54,0.028760012999999997,9,151.4708,4815.0656,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
55,0.010053105,13,249.0408,6258.52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
56,0.048157338,9,106.1622,2117.244,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
57,0.071958197,7,38.0506,796.9626,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
58,0.17348130399999998,13,194.511,4910.275,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
59,0.061082177,3,180.0344,892.172,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0.0,6,246.9144,3185.1872,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
61,0.040071131,10,87.3514,1062.6168,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
62,0.012090074,6,38.2848,484.7024,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
63,0.15028599,5,51.0692,147.8076,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,0.026015518999999997,13,255.8356,2543.356,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
65,0.195068226,13,185.4266,184.4266,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
66,0.033082215,10,172.5738,4865.6664,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
67,0.078946455,4,186.024,1118.5439999999999,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
68,0.041700756,14,164.8526,2302.3364,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
69,0.14342264300000002,8,95.84100000000001,2027.361,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
70,0.10529607199999999,13,170.1764,3435.528,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
71,0.121531501,0,59.222,599.22,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
72,0.0,15,164.7526,4604.6728,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
73,0.011324862,3,189.6188,2285.0256,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
74,0.186357148,9,254.3698,5580.7356,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
75,0.024205661,5,114.0176,2290.3520000000003,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
76,0.033230816,13,172.3422,1207.0954,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
77,0.113720344,0,89.9804,643.1628,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,0.11255650699999999,5,104.9622,1587.933,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
79,0.0,3,222.5456,5305.0944,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
80,0.05935224099999999,13,101.87,1697.79,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
81,0.014087057,5,180.3344,1427.4752,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
82,0.045230944,13,187.9556,4693.89,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
83,0.293417759,9,194.6136,583.2408,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,0.031382044,0,171.3764,3091.9752,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
85,0.12639886,6,177.0028,2479.4392,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
86,0.025403897999999998,6,160.99200000000002,2716.4640000000004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
87,0.039057677,2,155.963,3285.723,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
88,0.123115764,13,95.6436,661.8052,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
89,0.039624006,10,117.2808,1523.3504,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
90,0.040421193,6,122.17299999999999,369.519,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
91,0.10527411099999999,4,39.9138,690.4346,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
92,0.033970195,14,55.1614,1381.535,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
93,0.053212652,6,57.893,622.523,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
94,0.024378706,8,114.5492,1274.3412,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
95,0.009714595,5,120.0414,487.3656,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,0.131383762,5,246.046,1231.73,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
97,0.07461309,6,187.4556,3755.112,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
98,0.028459761,9,149.9708,4363.6532,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
99,0.07462720099999999,6,187.8556,1314.2892,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
100,0.063695084,5,151.0708,1805.6496,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
101,0.045797829000000005,13,178.5344,2854.9504,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
102,0.11585722300000001,13,179.1028,3896.2616,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
103,0.024832806000000002,14,38.7822,667.7974,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
104,0.034027909,13,212.0902,3185.853,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
105,0.046769599999999995,3,141.1838,2247.7408,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
106,0.11657670199999999,0,163.121,1794.3310000000001,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
107,0.0,0,121.3098,2530.7058,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
108,0.278974075,14,225.372,679.1160000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,0.035913805,14,41.4138,812.2760000000001,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
110,0.079806266,4,232.53,699.09,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
111,0.005505481,5,102.4016,2732.4432,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
112,0.064625342,10,176.937,176.437,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,0.071636937,13,121.7098,4097.3332,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
114,0.0,1,173.2054,3151.8972,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
115,0.032677677999999995,5,239.0906,5942.265,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
116,0.160760054,5,192.4478,4843.695,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
117,0.06911065,13,109.0228,2542.0244,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
118,0.041177505,14,140.3154,2552.6772,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
119,0.040081193,13,227.0694,1141.847,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
120,0.035307322,9,47.5034,680.4476,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
121,0.063017847,14,159.0578,2085.9514,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
122,0.171938781,3,92.512,186.424,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
123,0.040197932,3,190.153,3036.048,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
124,0.049058014000000004,1,62.7194,866.8716,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
125,0.01161096,5,95.041,868.8689999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
126,0.183507295,14,82.4276,1137.1864,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
127,0.102349519,4,52.7956,928.1252,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
128,0.08670898699999999,7,151.7682,762.341,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
129,0.032835147,9,40.2822,707.0796,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
130,0.033809913,3,180.5976,7968.2944,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
131,0.07266912,9,160.292,1438.128,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
132,0.144338493,8,224.4404,6976.2524,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
133,0.009163216,5,101.7016,101.2016,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
134,0.011307038,3,188.5188,952.0939999999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
135,0.076855628,9,116.0492,1969.4364,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
136,0.059956876,15,165.4526,5262.4832,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
137,0.038532062,4,60.5852,1314.2892,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
138,0.043209581,6,90.8172,535.3032,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
139,0.056816465,11,132.1284,263.6568,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
140,0.019866705,9,154.5972,1402.1748,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
141,0.048331717,9,105.1622,1693.7952,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
142,0.091221855,11,105.5938,2143.876,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
143,0.027622076000000002,9,177.6344,2676.5159999999996,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
144,0.0,5,53.06399999999999,905.488,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
145,0.039355947,5,246.3802,7370.406,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
146,0.060836524,15,226.8404,6301.1312,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
147,0.082316506,8,160.692,1597.92,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
148,0.155350299,13,178.237,529.311,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
149,0.076841095,9,117.5492,1969.4364,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
150,0.151419185,14,50.3692,1034.6532,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
151,0.026001976,5,161.52100000000002,1794.3310000000001,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
152,0.073209447,5,197.6426,2768.3964,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
153,0.041683481,14,31.29,898.83,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
154,0.042560252,6,226.172,3169.208,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
155,0.014081156000000001,9,223.5746,3589.9936,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
156,0.0,0,132.5626,262.3252,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
157,0.152918384,2,99.8358,1910.1802,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
158,0.030969273999999998,14,140.9154,1701.7848,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
159,0.06037677599999999,5,154.5656,2471.4496,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
160,0.04192285,13,54.763999999999996,1331.6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
161,0.077367431,6,97.0094,1808.9786,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
162,0.045838211,3,222.5456,3315.684,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
163,0.071077939,14,114.2518,2618.5914,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
164,0.09465987099999999,10,214.55599999999998,2769.728,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
165,0.077608838,14,233.4958,5375.0034,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
166,0.021327477,3,216.8824,2838.9712,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
167,0.042485444000000004,3,125.0046,1743.0644,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
168,0.025578526,9,198.8084,5555.4352,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
169,0.048980800000000005,1,61.9194,619.194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
170,0.019471688,11,164.821,2120.573,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
171,0.122918852,6,173.0738,3823.0236,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
172,0.057373797000000004,10,151.4366,1360.2294,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
173,0.044155597000000005,6,178.8318,3969.4996,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
174,0.291865402,6,115.1834,345.5502,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
175,0.0,1,196.5794,585.2382,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
176,0.064750025,15,92.6804,1010.6844,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
177,0.098312421,8,81.4618,161.1236,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
178,0.191013663,14,42.1112,42.6112,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,0.176573035,0,157.4604,3010.7476,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
180,0.060134441,5,153.0656,6024.1584,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
181,0.0072946519999999996,10,198.1426,988.7130000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
182,0.128478462,8,117.944,239.688,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,0.075107656,4,112.8176,1374.2112,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
184,0.049381405999999996,0,226.8062,4739.8302,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
185,0.045165795999999994,13,100.0016,1012.0160000000001,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
186,0.09415375,6,165.7526,657.8104,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,0.028907832,8,130.431,778.9860000000001,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
188,0.018059621,5,179.766,2336.958,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
189,0.09043609400000001,9,85.0882,2233.0932,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
190,0.146399712,10,103.9648,1661.8368,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
191,0.07426435599999999,13,264.7568,4745.8224,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
192,0.050186725999999994,6,164.1526,3124.5994,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
193,0.020631654,6,50.1324,467.3916,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
194,0.01561108,9,182.5976,5070.7328,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
195,0.041395445,6,37.6164,540.6296,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
196,0.097313129,5,48.0718,992.7078,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
197,0.059582996,11,238.8538,6008.845,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
